name,salary,site,years,school,tags,updateTime,companyName,jobDemand,companyInfo,address,url
python开发-计算引擎研发工程师,15-30K·14薪,北京,经验不限,本科,"[""Python"", ""Java"", ""Go""]",更新于：2020-11-05,SmartX,"[""计算引擎研发工程师"", ""岗位职责："", ""设计和开发基于KVM、VMware、Docker/Kubernetes等虚拟化和容器化技术的统一管理平台；"", ""设计和开发大规模集群的异步任务调度中心，提供高并发且稳定的调度功能；"", ""设计和开发基于KVM虚拟机的高可用（HA）功能，保证用户业务的连续性；"", ""设计和实现健壮、清晰的RESTfulAPI；"", ""撰写细致的设计文档，并对其他同事的代码进行审查；"", ""与测试、产品、售前和售后部门密切配合，不断提升产品质量和竞争力。"", ""任职要求："", ""具有2年或以上软件开发工作经验；"", ""热爱编程，具有以下任一种语言的扎实的编程经验：Python、Golang、Java；"", ""具有Web后台开发经验；"", ""具有基于以下至少一种软件开发的经验，包括MySQL、MongoDB、Redis、Cassandra、ElasticSearch、ZooKeeper等；"", ""熟悉Linux环境编程，理解I/O模型、事件模型、协程、线程池等基本概念，具有异步网络编程经验；"", ""具有独立完成复杂功能的经历，能够完成完备的设计文档，清晰的接口定义，能够有效的进行任务拆分；"", ""代码风格干净简洁，具有极高的软件质量标准。"", ""加分项："", ""有大规模集群系统的开发经验，对软件高可用，高并发有深刻的理解；"", ""有基于KVM、Qemu、Libvirt、Openstack等项目开发的经验；"", ""有Kubernetes的开发经验或代码贡献者。""]","*SmartX做什么
SmartX为企业提供是领先的“超融合”与“软件定义”分布式存储产品和解决方案。SmartX的愿景是：“让IT变得简单”。
通过软件定义技术，SmartX在通用x86服务器上构建高可靠",北京市海淀区盈都大厦,/job_detail/4ceede8bf2a454463nZ43Ny5E1c~.html
Python开发工程师,9-14K,上海,1-3年,本科,"[""Python"", ""数据库""]",更新于：2020-11-06,云深网络,"[""职位描述"", ""1.参与产品需求分析和评审；"", ""2.负责模型设计、详细设计和接口设计与评审；"", ""3.编码实现功能需求，修复Bug缺陷和代码评审；"", ""4.编写自动化测试用例。"", ""职位要求"", ""1.全日制985、211大学本科及以上学历，计算机相关专业；"", ""2.至少一年及以上Python开发经验，有良好的编程能力；"", ""3.熟练使用SQL，熟悉PostgreSQL、MySQL等数据库；"", ""4.熟悉pep8规范，有良好的编程风格；"", ""5.具有良好沟通能力、学习能力和团队协作能力，责任心强，积极主动，工作细致认真，有耐心。"", ""欢迎985、211学校计算机或相关专业的同学来公司实习。"", ""【工作待遇】"", ""公司福利：绩效奖金、交通、通讯和餐费补贴、手机补贴、节假日补贴、团队聚餐，旅游活动、免费零食，五险一金，享受国家法定福利"", ""入职高配：Apple苹果电脑"", ""【工作地点】"", ""上海市浦东新区盛荣路88弄盛大天地源创谷""]","【关于我们】
上海云深网络技术有限公司(https://www.atyun.net)于2011年在上海浦东软件园张江自贸区创建，创始团队有来自中欧国际商学院有丰富商业实践经验的EMBA们，有来自中美合资软件公司有十几年软件行业经验的IT精英们。公司专注于技术创投和专业互联网技术服务相结合",上海市浦东新区盛大天地源创谷2号楼201室,/job_detail/b28bf86bdb9111861HF_29i6E1s~.html
python开发工程师,15-20K,北京,3-5年,本科,"[""安全行业"", ""监控系统"", ""云计算"", ""数据采集系统"", ""python""]",更新于：2020-11-06,卓朗科技,"[""岗位职责："", ""1、负责公司产品的功能开发、体验优化工作，以及同其他相关部门协同相关对接工作；"", ""2、配合完成编制项目实施计划，协调资源并按计划推进项目实施工作，按时按质交付；"", ""3、能够按照规范化流程进行项目实施，能够做好项目代码质量的管控；"", ""4、乐于分享，积极参加技术讨论交流会，活跃团队内技术氛围。"", ""任职要求："", ""1、公立统招本科及以上学历学信网可查，至少4年以上python开发经验优先；"", ""2、熟练掌握Python开发语言；"", ""3、技术能力强，责任心强，具有一定的工作进度管理与把控能力；"", ""4、熟悉Flask、Django、Restful及常用数据库MySQL、PostgreSQL、MongoDB、Redis等；"", ""5、熟悉主流Windows/Linux攻防技巧者优先；"", ""6、责任心强，具有良好的沟通能力；"", ""7、熟悉信息安全产品，有信息安全行业工作经验者优先。""]","卓朗科技创立于2009年，是国内领先的企业级信息技术服务提供商，我们致力于改善人和机器的工作，驱动制造业高质量发展，构建数字智能城市，满足人民幸福生活，推动数字经济发展。
我们面向智能城市和智能制造等领域为企业、政府和各类组织提供安全可信、稳定可靠、智能开放和有竞争力的产品、服务与解决方案，",北京市朝阳区中远幸福大厦A座1608,/job_detail/6e8e7a843694db1433R539m-FFM~.html
python开发经理,24-35K,上海,5-10年,本科,"[""Python"", ""MySQL"", ""Redis"", ""NoSQL"", ""MongoDB"", ""PostgreSQL"", ""项目管理""]",更新于：2020-11-07,犀语科技,"[""岗位职责："", ""1.系统需求分析与设计，核心模块的开发工作；"", ""2.根据开发进度和任务分配，完成相应模块的开发、编程、测试任务，解决关键问题和寻找技术方案"", ""职位要求:"", ""1.本科以上学历，四年以上编程经验;有过项目管理或者人员管理经理"", ""2.精通python语言,有扎实的编码能力，深入理解任一python框架；"", ""3.熟练使用至少一种数据库（MySQL/PostgreSQL/Redis/MongoDB)"", ""4.熟悉python扩展模块；"", ""5.有独立分析和解决问题的能力，有良好的团队合作精神""]","全球金融科技创业公司大赛十强
百度AI加速器技术平台的战略合作企业
KPMG中国Fintech业务实施战略合作伙伴
上海犀语科技有限公司是一家致力于提升金融工作效率，防范金融风险、辅助金融决策的新一代金融科技服务公司。犀语科技采用国际领先的中文自然语言处理（NLP）技术和大数据分析及智能算法技术，",上海市杨浦区五角场创新创业学院4楼,/job_detail/1a6a5bea5139404e0XV73Ni-F1E~.html
python开发,12-20K,北京,3-5年,本科,"[""Python"", ""Python工程师"", ""MySQL"", ""Redis"", ""GIT"", ""大数据"", ""机器学习"", ""Flask""]",更新于：2020-11-07,软通动力有限公司,"[""1、全日制统招本科，计算机相关专业"", ""2、python多线程，多进程，flask框架"", ""3、熟悉Linux指令，git管理"", ""4、熟悉mySQL，redis，elasticsearch，http，websocket，webhook"", ""5、有大数据和机器学习工作经验的优先考虑"", ""6、全日制统招公立二本以上，双证齐全，学信网可查""]","软通动力是中国领先的全方位IT服务及行业解决方案提供商，立足中国，服务大中华区和全球市场。业务范围涵盖咨询及解决方案、IT服务及业务流程外包（BPO）服务等，是高科技、通信、银行/企业金融/保险、能源/交通/公用事业等行业重要的IT综合服务提供商和战略合伴。
●2001年，软通动力公司在北京创",北京市海淀区软通动力大厦北京市海淀区西北旺东路10号院东区16号楼软通动力大厦,/job_detail/4149a2b650a93ac233R42NS4E1s~.html
python开发实习生,150-250元/天,上海,3天/周,本科,"[""Python"", ""SQL""]",更新于：2020-11-04,勋爵,"[""【岗位描述】"", ""0、在家工作"", ""1、负责网站后端产品相关需求的实现和bugfix"", ""2、后端PythonFlaskAPI,参与核心架构、组件的设计、研发与优化"", ""【任职要求】"", ""1、熟悉pythonFlask后端RESTAPI"", ""2、熟悉pythonwebscraping"", ""3、熟悉数据库基本操作,了解SQL基本写法"", ""4、AWS云计算服务"", ""5、对软件开发有热情,对问题有敏锐的嗅觉,能快速学习新知识"", ""6、具备良好的团队合作精神、英语沟通能力,高度的责任感与工作激情"", ""BusySquirrels是一个由美国MIT和哥伦比亚大学校友创办、致力于北美购物省钱省时间的平台网"", ""站,https://busysquirrels.com。现面向国内各大高校招收远程实习生,实习优秀者可提供全职工"", ""作。实习期三到六个月,每周工作最少3天,150-250元每天(底薪加奖金)。实习导师超牛,会"", ""有国内外一流大学毕业的软件工程师们跟你一起并肩作战,并且每个人都愿意分享他们的技术和"", ""经验,你会收获前沿的技术培训和开发理念。有意向者请发简历至*****或加"", ""微信**********咨询。""]",[],上海市黄浦区中外运大厦(福建中路)在家,/job_detail/d76f9d366e61fe2b3nF43t-7FVE~.html
python开发工程师,15-25K,北京,3-5年,本科,"[""Python"", ""Mysql"", ""数据库""]",更新于：2020-10-09,鲨鱼记账,"[""岗位职责："", ""1、参与相关业务、产品和服务的后端开发和维护；"", ""2、根据产品需求和技术演进，制定技术方案，项目计划，并制定相应方案执行；"", ""3、负责产品后端设计、实现、改进和优化，确保后端服务稳定、可靠、高效。"", ""任职要求："", ""1、本科及以上学历；"", ""2、2年以上Python开发经验，具有实际项目开发经验，承担过核心开发任务；"", ""3、jinjasqlalchemy熟练使用；"", ""4、Mysql熟练使用并且有大数量处理经验；"", ""5、熟练使用Redis、Memcached缓存的使用及处理；"", ""6、有优秀的解决问题的能力，有很强的学习能力。""]","公司简介
鲨鱼快游公司于2017年在北京成立，主要产品是鲨鱼记账软件。鲨鱼记账核心团队来自百度，华为等公司，均为各领域的资深专家。鲨鱼记账是一款贴心的记账软件，一切功能都以方便用户使用为出发点。致力于帮用户养成良好的记账理财习惯，早日实现财务自由。
作为一个初创公司，仅用1年时间，鲨鱼记",北京海淀区康健宝盛广场D座8020,/job_detail/eba8b30b139ddcc81HZ40t69EFc~.html
Python开发,25-50K,北京,经验不限,学历不限,"[""Flask"", ""Python"", ""C/C++""]",更新于：2020-10-09,韬睿智能,"[""岗位职责："", ""岗位职责："", ""1.参与公司产品后端的需求分析分解，设计及开发;"", ""2.服务端的基础架构优化及升级，不断提升代码质量、可扩展性和可维护性；"", ""任职要求："", ""1.熟悉在Unix/Linux平台上的Python服务端编程；有软件项目开发、迭代和实施经验;了解并使用过一种Pythonweb开发框架（Django、Flask等）；"", ""2.具备数据系统的规划设计及调优能力，熟悉常见关系数据库和非关系数据库；"", ""3.有良好的编码习惯，能做到结构清晰，命名规范；"", ""4.熟悉Linux操作系统，能够进行日常服务的测试部署；"", ""5.有良好的产品意识，能够根据业务持续输出产品优化思路；""]","Taurus.ai（韬睿智能）是专注打造量化交易系统及算法，为投资者提供智能、高效、低成本及低延迟的交易执行方案的专业金融科技服务公司。
多年一线实战的精英团队
团队成员均来自于国内外名校及知名金融机构，拥有国内外金融市场丰富的量化策略实现、交易执行、风险控制、复杂IT系统",北京市西城区康华伟业孵化器A305,/job_detail/23016d55d0e97b481n1-0965ElM~.html
高级Python开发,15-25K,上海,3-5年,本科,"[""Python"", ""Docker"", ""Openstack""]",更新于：2020-10-09,博冀信息,"[""职位职责："", ""1.\\t参与平台项目的设计与开发工作，包括需求分析、系统设计、编码和单元测试等工作；"", ""2.\\t负责分析业务领域比较复杂的问题，根据业务需求选择技术解决方案；"", ""3.\\t能够独立完成业务设计和相关技术实现，分析并解决开发过程中的问题；"", ""4.\\t对系统及平台进行完善维护，包括功能改进、系统优化及技术支持等；"", ""5.\\t编写符合规范的功能结构定义、需求说明、开发设计等技术文档；"", ""6.\\t能够独立完成详细设计及编码、进行代码审查。"", ""任职要求："", ""1.\\t熟练操作Linux，能进行脚本编程和系统维护；"", ""2.\\t精通Python语言，两年及以上Python开发经验，能解决实际开发中遇到的问题；"", ""3.\\t精通Django、Tornado、Flask等主流开发框架(之一)；"", ""4.\\t掌握MySql、MongoDB、Redis等数据库的使用，同时熟悉NoSQL类型数据库者优先；"", ""5.\\t熟悉SOA架构，具备HTTP，TCP等网络服务端开发经验；"", ""6.\\t熟悉Nginx、Apache、Tomcat、HAproxy等；"", ""7.\\t熟悉Docker容器技术和OpenStack架构者优先；"", ""8.\\t有良好的编程习惯，包括好的设计文档，单元测试，代码审查，适应敏捷开发模式；"", ""9.\\t有成为全栈的潜力和强大的自我学习能力。希望成为进可攻前，退可守线的全栈大牛；"", ""10.\\t思路清晰，具备服务意识和良好的沟通能力、理解能力和团队合作能力。""]",[],上海市长宁区安垦镇宁路465弄181号1幢5楼5B,/job_detail/aa201081524a7ca61nJy3dy7FVY~.html
python开发工程师,15-30K·14薪,北京,1-3年,大专,"[""Python"", ""容器技术"", ""多线程"", ""MySQL"", ""虚拟机技术"", ""MongoDB"", ""linux"", ""网络安全""]",更新于：2020-10-09,元支点,"[""岗位职责："", ""1、产品研发及研发任务完成"", ""2、其他研发负责人安排的任务"", ""技能要求："", ""1.精通Python开发，并具有3年以上Python开发经验；"", ""2.熟练使用Python常用框架Django、Tornado、Flask，熟悉RestfulAPI；"", ""3.熟悉unix/linux环境开发，熟悉使用常用的shell命令。"", ""4.需熟悉各类Linux操作系统，具备独立数据库设计并且调优的能力；"", ""5.熟悉常用的数据库和缓存组件，包括但不限于Mysql、Redis、Mongo等；"", ""6.熟悉kvm和Docker容器技术，了解kvm和Docker技术框架，熟练使用kvm和Docker命令。"", ""7.具备网络安全产品研发经验。""]",缔造新的信息安全生态圈，做新的安全,北京市东城区强佑大厦,/job_detail/ed61d0042a7792be331-2di6EVA~.html
Python开发-英特尔外包,8-12K·13薪,上海,1-3年,本科,"[""Python"", ""Linux"", ""BAT""]",更新于：2020-11-06,大连斯锐信息技术公司,"[""1.练操作Linux系统（熟练使用Linux命令）"", ""2.熟练使用Python，BAT等脚本语言"", ""3.熟练使用JIAR和HSD等Bug管理工具"", ""4.熟练使用VNC等远程访问工具（最好能对芯片电路板有一定了解）""]",大连斯锐信息技术有限公司是东软集团原软件开发事业部，16年独立成为东软控股的全资子公司。自独立以来，业务飞速发展，已成为一家立足中国、面向国际开展IT服务外包业务的高科技企业，一直与国内外知名企业合作，已有客户近百家。公司设置6个支撑平台提供管理、技术与人力支持。已与近百家企业开展合作，业务拓展到海,上海市闵行区英特尔亚太区研发有限公司,/job_detail/00eb8e33f184b4080HBz29-7FlM~.html
Python开发工程师,13-25K,北京,3-5年,本科,"[""Python"", ""后端开发"", ""Django""]",更新于：2020-11-06,中铁信弘远软件,"[""岗位要求："", ""1、学信网认可的本科以上学历，计算机或相关专业；"", ""扎实的计算机基础，熟练掌握数据结构、算法、计算机网络、操作系统等基础知识；"", ""2、精通Python语言,代码风格良好，3年以上python开发经验;"", ""3、精通常见的PythonWeb框架,包括但不限于Django、Flask,Tornado，读过源码，有框架优化经验;"", ""4、熟悉面向对象的软件设计及设计模式;"", ""5、精通数据模型的设计优化及常用DB的调优;"", ""6、熟悉Git工作流，可以和团队协同工作熟悉Linux下开发、熟练使用常用Linux命令;"", ""7、有openstack开发经验优先。""]",中铁信弘远（北京）软件科技有限责任公司成立于1999年，它是铁道部信息技术中心为了保证铁路信息化建设能持续、顺利地发展，按照政企分开、事企分开的原则，依据原铁道部的指示精神，按照市场运作的规律，牵头组建的以信息技术工程设计、软件开发、信息安全服务、计算机网络管理、系统集成和运营维护为主的高新技术企业,北京市海淀区海淀五路居(地铁站)中关村互联网文化创意产业园3号楼,/job_detail/07bb8f3d817f15c903R-3t-_FlQ~.html
高级python开发工程师,15-24K,北京,3-5年,本科,"[""Python"", ""Shell""]",更新于：2020-11-06,北京趣活科技有限公司,"[""岗位职责："", ""1.负责Python后端服务开发，解决业务逻辑和数据产品相关业务；"", ""2.负责服务、API开发；"", ""3.有独立开发项目，上线维护及架构能力；"", ""4.业务规则引擎和ApiEngine的研发；"", ""5.参加业务线上运维，故障应急处理."", ""岗位要求："", ""1.熟悉NoSQL技术，如Redis／MongoDB等，能够独立地合理设计数据库结构，有Mongokit／MongoEngine使用经验尤佳;"", ""2.精通Linux操作系统、熟悉掌握Linux下常用命令，有Shell编程能力;"", ""3.有较强的数据建模能力，逻辑思维能力以及业务理解能力;"", ""4.有激情爱学习愿意提升，愿意以创业心态做事，具有强烈的责任心和团队合作精神；"", ""5.熟悉Pandas，对大数据数理统计建模有相关经验者优先。"", ""加分项："", ""展示自己的Github项目。"", ""有自己的开源Python开发项目。""]","北京趣活科技有限公司成立于2012年,是国内餐饮o2o的先行者，一直默默专注于线
下配送队伍的建设。在这个行业中不断试错、呕心沥血。积累了大量品质控制、流程优化的经验。淘点点、百度外卖、美团外卖、订餐小秘书也加入了餐饮o2o，于是，我们成了这些互联网巨头的战略顾问。饿了么的所有线下配送一直都由我们承",北京市朝阳区通惠大厦D区,/job_detail/f26148ef9f0d08890HBz2tu-GVs~.html
Python开发,13-18K·13薪,北京,1-3年,本科,"[""Python""]",更新于：2020-11-06,易道博识,"[""职责描述："", ""基于Python开发WebService,包括设计、代码编写、单元测试、bug解决等。"", ""职位要求："", ""1.正规大学本科以上学历，2年以上工作经验"", ""2.熟悉python语言，有2年使用经验，熟悉常用的web框架如flask"", ""3.熟练使用Linux命令"", ""4.熟练使用git等代码管理工具"", ""5.熟悉HTML，CSS,Javascript等前端开发"", ""6.熟悉c/c++编程优先"", ""7.有OCR、人脸识别开发经验优先"", ""8.可适应出差""]","公司简介
易道博识是一家专注于计算机视觉领域技术的研究和商业自动化应用的人工智能公司，基于自主开发的深度学习平台，不断研发出领先的机器视觉技术，并为多个行业量身定制整套智能解决方案，驱动行业实现跨越式智能升级。
“以人工智能简繁杂工作，积万千智慧创科技兴邦”。易道博",北京海淀区硅谷亮城2A座701,/job_detail/dbee3c6d2298c9371X1z2t68FFI~.html
Python开发实习生,4-7K,北京,应届生,本科,"[""Javascript"", ""django"", ""Python""]",更新于：2020-10-09,搜狗阅读,"[""工作职责："", ""1.从事搜狗客户端产品的统计管理系统的设计和开发。"", ""2.参与现有产品的设计和讨论；"", ""职位要求："", ""1.本科及以上学历，计算机或相关专业优先，具备基本的计算机知识；"", ""2.熟练使用HTML/CSS/Javascript/jquery/bootstrap等前端技术，代码符合W3C标准、兼容主流浏览器。"", ""3.熟练掌握python脚本语言，使用过Django前端框架"", ""4.熟悉Linux环境，熟悉SQL语句""]",搜狗是中国互联网领先的搜索、输入法、浏览器和其它互联网产品及服务提供商。从2004年8月搜狐公司推出全球首个第三代互动式中文搜索引擎——搜狗搜索以来，历经十载，搜狗搜索已发展成为PC端搜索三强之一，移动搜索排名第二。根据艾瑞咨询2014年12月数据，搜狗PC用户规模达5.07,北京市海淀区五道口(地铁站),/job_detail/a85371913c0597461XJ82dW5E1I~.html
python开发工程师,15-30K,上海,5-10年,本科,"[""Python"", ""Shell"", ""SQL"", ""MySQL"", ""网络爬虫技术"", ""容器技术"", ""搜索算法"", ""推荐算法""]",更新于：2020-11-06,齐家网,"[""【岗位职责】"", ""1、负责公司数据产品设计和代码实现；"", ""2、优化现有产品的功能和体验细节；"", ""3、根据解决方案进行指定模块研发，并对其进行优化及维护；"", ""4、配合其他研发人员完成模块研发、调试、安全检测及上线。"", ""【岗位要求】"", ""1.计算机相关专业，专科以上国家正规院校毕业；"", ""2.熟练掌握Django开发框架，熟悉其他Python开发框架者优先"", ""；"", ""3.3年以上Python开发工作经验，具有良好的编程风格，具备后端性能最优化和安全最大化的知识及能力,具有大型网站项目开发经验者优先；"", ""4.熟悉Linux/Unix基本操作，能够编写shell脚本；"", ""5.熟悉数据库，精通SQL和数据结构，具有MySQL等关系型数据库开发经验，有其他数据库PostgreSQL/MongoDB工作经验者优先；""]","齐家网成立于2005年，总部位于上海，创始人邓华金，现有员工超1000人，业务涵盖装修平台、自营装修业务、齐家特许经营网络、供应链等多个子生态，是客户在互联网寻求家装服务时的优选平台。
齐家网是传统家装行业的改革者，自成立以来，齐家网秉承“用户为先”理念，以",上海嘉定区E3131电子商务创新园,/job_detail/1652701137f0bad30XN90ty7EFE~.html
Python开发工程师,15-25K,北京,3-5年,本科,"[""Python""]",更新于：2020-11-06,酷成长,"[""岗位职责："", ""1.\\t与后端开发人员合作，完成公司B端前端业务系统的研发；"", ""2.\\t负责相关技术实现文档的撰写；"", ""3.\\t分析并解决软件开发过程中的问题；"", ""4.\\t配合项目经理完成相关任务目标；"", ""5.\\t与项目组的其他成员合作，能承受短期交付的压力；"", ""岗位要求："", ""1.\\t计算机及相关专业，5年以上python开发经验，有完整项目开发经验或企业级产品开发经验优先，熟悉开发工作流程；"", ""2.\\t丰富的PyQt开发GUI经验；"", ""3.\\t有Python读写USB串口的项目经验;"", ""4.\\t有Python绘制动态曲线的经验，熟练使用matplotlib或其他类库绘制动态曲线。"", ""5.\\t有Python调用后端RestfulAPI的项目经验""]","Cogrowth公司是一家“脑机接口”公司，利用脑电与生理信号推动对大脑的理解与应用。
Cogrowth公司还是一家以信息、通信、技术、物联感知（IOTA）的新技术公司。Cogrowth公司基于自有核心算法与接口涵盖了BCI-脑机接口、BSI-生物信号接口、PSI-生理信",北京市海淀区长远天地大厦B1座3A04,/job_detail/d15ed2bf84d6d90e1H1739u0FlI~.html
Python开发工程师,25-50K·13薪,上海,5-10年,本科,"[""Python"", ""Java"", ""C++"", ""Go"", ""SQL""]",更新于：2020-11-06,扩博,"[""岗位职责："", ""1、搭建系统开发环境，完成系统框架和核心代码的实现，负责解决开发过程中的技术问题；"", ""2、负责Python技术的相关产品规划、需求、设计、开发、测试等研发工作；"", ""3、研究并跟踪IT前沿技术。"", ""岗位要求："", ""1、本科以上学历，有三年以上Python开发经验；"", ""2、熟悉Python/C++/Java/Go任意一种语言，Django/Flask等任意Web框架的一种或者多种;"", ""3、掌握web页面交互流程，熟悉Javascript调试技术;"", ""4、熟悉MySQL数据库操作，熟悉SQL语句编写和性能调优;"", ""5、熟悉常用算法和数据结构;"", ""6、善于沟通，自学能力强，有强烈的求知欲，业务敏感，有独立解决分析、解决问题的能力，良好的团队合作意识""]",扩博智能成立于2016年11月，总部位于中国上海和美国西雅图，在北京和大连设有办事处，新加坡，丹麦设有分公司。扩博智能聚焦计算机视觉和机器学习技术，专注为行业企业用户提供端到端一体化智能服务，能大力提升传统行业运营效率，加快数字化变革。扩博智能成立以来申请及获得近80项专利，打造了,上海市闵行区上海紫竹科学园区5号楼101,/job_detail/223f90e9efd94b883nN_2tq1GFY~.html
python开发-实施,15-25K·14薪,上海,3-5年,本科,"[""Python""]",更新于：2020-11-06,天壤智能,"[""岗位职责："", ""1.为客户快速接入OCR产品和服务,包括实施开发、数据对接、调试；（需要会写Python）"", ""2.对客户进行产品使用培训、指导、问题解答和技术支持；"", ""3.收集整理客户反馈意见、产品实施过程问题,汇总成文档并进行问题追踪处理；"", ""4.参与测试流程,并对产品提出问题与看法。"", ""任职要求："", ""1.熟练掌握Python开发（必须）"", ""2.计算机相关专业本科学历及以上"", ""3.有实际工程落地以及部署经验者优先"", ""加分项："", ""1.熟练掌握数据结构及算法""]",天壤智能成立于2016年6月，以拥有自主知识产权的世界领先AI技术为核心，帮助客户构建具有“自我学习、持续优化”能力的AI中台，挖掘数据价值，提升运营效率，高效应对复杂场景下的优化与决策问题。目前天壤智能已成功落地商业运营、数字营销、金融服务、交通治理、公共安全等多个领域，,上海市徐汇区航汇大厦B区6楼,/job_detail/6398b065933090b43nZz3tq1F1Q~.html
python开发工程师,15-20K·14薪,北京,3-5年,本科,"[""Python""]",更新于：2020-11-06,国双,"[""岗位职责："", ""本岗位负责公司AI平台的研发，通过提升AI平台的能力，提高公司AI解决方案的交付能力；"", ""参与公司内部AI相关的创新工具的研发。"", ""任职要求："", ""1、2年以上的Python开发经验，同时掌握一门静态语言如C/C++/JAVA优先；"", ""2、熟悉基本数据结构与常用算法；了解机器学习相关算法优先"", ""3、熟练掌握Python编程语言，及Python相关的WEB开发框架，比如Django、Flask、Tornado；"", ""4、熟悉MySQL，Redis，Mango数据库；"", ""5、了解消息中间件的原理和开发(例如RabbitMQ)；"", ""6、熟悉Web开发相关技术栈，Web框架、RESTful、HTTP/HTTPS协议、Web安全、Linux基础等；"", ""7、有Docker、K8S相关使用或开发经验者优先；"", ""8、有分布式系统开发使用经验者优先；"", ""9、对工作热情积极、热爱学习、能迅速掌握相关领域知识。""]",国双（Nasdaq:GSUM）是中国领先的企业级大数据分析软件提供商，为境内的跨国企业、本土企业和政府机构提供服务。基于国双大数据平台独有的分布式数据架构和核心技术，国双的解决方案能够高效采集并分析海量数据，使客户充分洞悉数据间的复杂关系，获得全新的商业洞察，以更好地作出商业决策。“国,北京市海淀区国双大厦,/job_detail/582416bab956c1853nZ63dq5E1o~.html
python开发工程师,20-40K·14薪,北京,1-3年,本科,"[""Flask"", ""Django"", ""Tornado""]",更新于：2020-10-09,沃克科技,"[""岗位职责："", ""1.负责服务器端后台设计、功能开发及维护；"", ""2.参与技术方案讨论和技术调研；"", ""3.负责相关工具开发和相关文档的编写；"", ""4.负责服务器性能的优化，保证服务端稳定安全的运行；"", ""5.产品上线后，保障运营平台的稳定，解决相关技术问题"", ""任职资格："", ""1.计算机、软件开发、通信、电子类相关专业全日制本科及以上学历,5年以上Python开发工作经验；"", ""2.熟练使用python编程；了解Django、tornado、Flask等常用的Web框架开发；有一定的Git、VIM使用经验；"", ""3.熟练使用Linux系统，对算法、数据结构有一定了解；"", ""4.熟练掌握MySQL/Memcached/ElasticSerch等常用存储技术（数据库系统）；"", ""5.热爱工作,有良好的学习能力,能够接受新鲜事务,对新技术及新模块可以快速掌握运用；"", ""6.良好的沟通与表达能力、思路清晰，较强的动手能力与逻辑分析能力。""]","北京三六九沃克科技有限公司是一家由外商投资的互联网科技公司。
有完善的薪酬福利待遇及晋升机制。
欢迎优秀人才加入。",北京市朝阳区望京SOHO,/job_detail/431d50afffe34a2333x409u7FVI~.html
Python开发,18-29K,北京,3-5年,本科,"[""Python"", ""Java""]",更新于：2020-11-06,亚信安全,"[""地域：北京"", ""一、职位描述（主要职责）"", ""1.根据产品功能模块设计，编写核心代码，并确保开发质量与进度"", ""2.熟悉敏捷开发，编写高质量的代码，构建可重复使用的代码以及公共库；"", ""3.能够及时快速处理服务器的各种突发问题"", ""4.持续对系统架构进行改造和优化"", ""5.按照要求编写设计文档"", ""二、任职要求"", ""1.统招本科及以上学历，计算机、通信等相关专业；"", ""2.五年以上Python开发经验，熟悉Python运行环境、运行原理，有JAVA开发经验优先；"", ""3.有自动化运维经验优先，比如CMDB，发布系统，配置中心，调度系统，监控系统，工单系统等。""]","亚信安全——护航产业互联网，安全数字世界
亚信安全是中国网络安全行业领跑者，以安全数字世界为愿景，旨在护航产业互联网。亚信安全在云安全、身份安全、端点安全、安全管理、高级威胁治理、威胁情报6大核心技术领域拥有国际领先技术，同时引领5G安全和工业互联网安全的创新。
作为业",北京海淀区亚信大厦,/job_detail/c5ac49583a2f2b433nV43d24EFE~.html
python开发,17-26K·13薪,上海,5-10年,本科,"[""Python"", ""numpy"", ""pandas"", ""selenium"", ""scrapy""]",更新于：2020-11-06,上海西樵软件,"[""岗位要求："", ""1、根据产品或项目的要求、参于系统设计和开发"", ""2、参与量化平台、因子库及其他python项目的开发设计"", ""3、完成需求、设计、开发、上线、交付各阶段文档"", ""工作职责："", ""1、4年以上工作经验，本科。"", ""2、精通python语言,有扎实的编码能力,良好的编码习惯和学习能力"", ""3、精通SQL编写，熟练使用至少一种关系型数据库"", ""4、熟练掌握python，掌握numpy、pandas、selenium、scrapy等包的用法"", ""5、熟悉python其他扩展模块"", ""6、有解决复杂的反爬限制实践经验""]",公司专注于保险行业软件开发，有领先行业的基本法计算引擎产品,上海市浦东新区国金证券(北艾路)锦绣路2885弄29号,/job_detail/b1000efb2ac624ae3nFz3NW1E1c~.html
python开发,30-50K·14薪,上海,经验不限,本科,"[""容器技术"", ""python"", ""ansible"", ""docker""]",更新于：2020-11-06,初发网络科技,"[""1、75%工作量是开发，25%工作量是运维，开发维护基础设施，构建云环境中的监控、警报和趋势分析工具"", ""2、不限制计算机语言，python为佳"", ""3、最好有云环境经验，熟悉ansible、docker、kubernetes、linux""]",[],上海市静安区静安嘉里中心,/job_detail/6f7b4b074814bf0633x629W-E1U~.html
